C:\Users\Youssef\Pictures\Saved Pictures\WhatsApp Image 2024-04-28 at 8.33.28 PM.jpeg,5/1/2024 10:36:29 PM,
C:\Users\Youssef\Pictures\Saved Pictures\stock-photo-sunset-over-the-water-with-birds-flying-against-sunlight-on-the-mediterranean-sea-2264475833.jpg,5/2/2024 9:22:28 AM,
C:\Users\Youssef\Pictures\Saved Pictures\stock-photo-sunset-over-the-water-with-birds-flying-against-sunlight-on-the-mediterranean-sea-2264475833.jpg,5/2/2024 9:26:38 AM,
C:\Users\Youssef\Pictures\Saved Pictures\WhatsApp Image 2024-04-28 at 8.33.28 PM.jpeg,5/14/2024 11:59:21 AM,
C:\Users\yussu\OneDrive\الصور\Saved Pictures\526098478_WhatsApp Image 2023-11-15 at 11.37.40 AM (2).jpeg,10/31/2024 8:16:13 PM,
